Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
SAR1B		5q31.1	AMP	26	509	5.1%	No
RAPGEF6		5q31.1	AMP	26	509	5.1%	No
CDC42SE2		5q31.1	AMP	26	509	5.1%	No
LYRM7		5q23.3-q31.1	AMP	26	509	5.1%	No
C5ORF56		5q31.1	AMP	26	509	5.1%	No
MIR3936HG		5q31.1	AMP	26	509	5.1%	No
CCNI2		5q31.1	AMP	26	509	5.1%	No
P4HA2-AS1		5q31.1	AMP	26	509	5.1%	No
LINC01843		5q31.1	AMP	26	509	5.1%	No
FBN2		5q23.3	AMP	24	509	4.7%	No
SLC27A6		5q23.3	AMP	24	509	4.7%	No
CHSY3		5q23.3	AMP	24	509	4.7%	No
SLC12A2		5q23.3	AMP	23	509	4.5%	No
MEGF10		5q23.2	AMP	23	509	4.5%	No
PRRC1		5q23.2	AMP	23	509	4.5%	No
ADAMTS19		5q23.3	AMP	23	509	4.5%	No
CTXN3		5q23.2	AMP	23	509	4.5%	No
LINC01184		5q23.3	AMP	23	509	4.5%	No
MINAR2		5q23.3	AMP	23	509	4.5%	No
ISOC1		5q23.3	AMP	22	509	4.3%	No
LMNB1		5q23.2	AMP	21	509	4.1%	No
MARCH3		5q23.2	AMP	21	509	4.1%	No
C5ORF63		5q23.2	AMP	21	509	4.1%	No
ALDH7A1		5q23.2	AMP	20	509	3.9%	No
PHAX		5q23.2	AMP	20	509	3.9%	No
TEX43		5q23.2	AMP	20	509	3.9%	No
PPIC		5q23.2	AMP	19	509	3.7%	No
GRAMD2B		5q23.2	AMP	19	509	3.7%	No
PRDM6		5q23.2	AMP	19	509	3.7%	No
CEP120		5q23.2	AMP	19	509	3.7%	No
LOC101927421		5q23.2	AMP	19	509	3.7%	No
CSNK1G3		5q23.2	AMP	18	509	3.5%	No
SNX2		5q23.2	AMP	18	509	3.5%	No
SNX24		5q23.2	AMP	18	509	3.5%	No
LINC02240		5q23.2	AMP	18	509	3.5%	No
LOC101927488		5q23.2	AMP	18	509	3.5%	No
LINC02201		5q23.2	AMP	17	509	3.3%	No
LOX		5q23.1	AMP	16	509	3.1%	No
FTMT		5q23.1	AMP	16	509	3.1%	No
ZNF474		5q23.2	AMP	16	509	3.1%	No
SRFBP1		5q23.1	AMP	16	509	3.1%	No
LOC100505841		5q23.2	AMP	16	509	3.1%	No
LINC02039		5q23.2	AMP	16	509	3.1%	No
CDKN2A		9p21.3	HOMDEL	15	509	2.9%	Yes
CDKN2B		9p21.3	HOMDEL	15	509	2.9%	Yes
GRM7		3p26.1	HOMDEL	15	509	2.9%	No
SNCAIP		5q23.2	AMP	15	509	2.9%	Yes
ATG7		3p25.3	HOMDEL	15	509	2.9%	No
PRR16		5q23.1	AMP	15	509	2.9%	No
ZNF608		5q23.2	AMP	15	509	2.9%	No
ZNF385D		3p24.3	HOMDEL	15	509	2.9%	No
MGC32805		5q23.2	AMP	15	509	2.9%	No
CDKN2B-AS1		9p21.3	HOMDEL	15	509	2.9%	No
GRM7-AS3		3p26.1	HOMDEL	15	509	2.9%	No
LINC02147		5q23.1	AMP	15	509	2.9%	No
LOC102467226		5q23.1	AMP	15	509	2.9%	No
CACNA1D		3p21.1	HOMDEL	14	509	2.8%	Yes
DMXL1		5q23.1	AMP	14	509	2.8%	No
HRH1		3p25.3	HOMDEL	14	509	2.8%	No
ITPR1		3p26.1	HOMDEL	14	509	2.8%	No
LTF		3p21.31	HOMDEL	14	509	2.8%	No
RARB		3p24.2	HOMDEL	14	509	2.8%	No
SLC6A1		3p25.3	HOMDEL	14	509	2.8%	No
THRB		3p24.2	HOMDEL	14	509	2.8%	No
TOP2B		3p24.2	HOMDEL	14	509	2.8%	No
VGLL4		3p25.3-p25.2	HOMDEL	14	509	2.8%	No
NUP210		3p25.1	HOMDEL	14	509	2.8%	No
SETD2		3p21.31	HOMDEL	14	509	2.8%	Yes
ARHGEF3		3p14.3	HOMDEL	14	509	2.8%	No
ABHD5		3p21.33	HOMDEL	14	509	2.8%	No
SNRK		3p22.1	HOMDEL	14	509	2.8%	No
OXSM		3p24.2	HOMDEL	14	509	2.8%	No
ANO10		3p22.1-p21.33	HOMDEL	14	509	2.8%	No
PBRM1		3p21.1	HOMDEL	14	509	2.8%	Yes
NGLY1		3p24.2	HOMDEL	14	509	2.8%	No
CACNA2D3		3p21.1-p14.3	HOMDEL	14	509	2.8%	No
KIF9		3p21.31	HOMDEL	14	509	2.8%	No
LRRC2		3p21.31	HOMDEL	14	509	2.8%	No
LRRC3B		3p24.1	HOMDEL	14	509	2.8%	No
LINC00692		3p24.2	HOMDEL	14	509	2.8%	No
KIF9-AS1		3p21.31	HOMDEL	14	509	2.8%	No
SUMF1		3p26.1	HOMDEL	14	509	2.8%	No
LOC339862		3p24.3	HOMDEL	14	509	2.8%	No
TOPAZ1		3p21.31	HOMDEL	14	509	2.8%	No
THRB-AS1		3p24.2	HOMDEL	14	509	2.8%	No
SNRK-AS1		3p22.1	HOMDEL	14	509	2.8%	No
SLC6A1-AS1		3p25.3	HOMDEL	14	509	2.8%	No
ITPR1-DT		3p26.1	HOMDEL	14	509	2.8%	No
ACY1		3p21.2	HOMDEL	13	509	2.6%	No
ALAS1		3p21.2	HOMDEL	13	509	2.6%	No
AMT		3p21.31	HOMDEL	13	509	2.6%	No
APEH		3p21.31	HOMDEL	13	509	2.6%	No
RHOA		3p21.31	HOMDEL	13	509	2.6%	Yes
ATP2B2		3p25.3	HOMDEL	13	509	2.6%	No
BTD		3p25.1	HOMDEL	13	509	2.6%	No
ERC2-IT1		3p14.3	HOMDEL	13	509	2.6%	No
SLC25A20		3p21.31	HOMDEL	13	509	2.6%	No
CAMP		3p21.31	HOMDEL	13	509	2.6%	No
CAV3		3p25.3	HOMDEL	13	509	2.6%	No
CDC25A		3p21.31	HOMDEL	13	509	2.6%	No
CISH		3p21.2	HOMDEL	13	509	2.6%	No
CCR1		3p21.31	HOMDEL	13	509	2.6%	No
CCR3		3p21.31	HOMDEL	13	509	2.6%	No
CCR4		3p22.3	HOMDEL	13	509	2.6%	No
CCR5		3p21.31	HOMDEL	13	509	2.6%	No
COL7A1		3p21.31	HOMDEL	13	509	2.6%	No
DAG1		3p21.31	HOMDEL	13	509	2.6%	No
DAZL		3p24.3	HOMDEL	13	509	2.6%	No
DOCK3		3p21.2	HOMDEL	13	509	2.6%	No
DUSP7		3p21.2	HOMDEL	13	509	2.6%	No
CELSR3		3p21.31	HOMDEL	13	509	2.6%	No
FANCD2		3p25.3	HOMDEL	13	509	2.6%	Yes
FBLN2		3p25.1	HOMDEL	13	509	2.6%	No
GLB1		3p22.3	HOMDEL	13	509	2.6%	No
GNAI2		3p21.31	HOMDEL	13	509	2.6%	No
GNAT1		3p21.31	HOMDEL	13	509	2.6%	No
XCR1		3p21.31	HOMDEL	13	509	2.6%	No
GPX1		3p21.31	HOMDEL	13	509	2.6%	No
GRM2		3p21.2	HOMDEL	13	509	2.6%	No
HYAL1		3p21.31	HOMDEL	13	509	2.6%	No
IL5RA		3p26.2	HOMDEL	13	509	2.6%	No
IMPDH2		3p21.31	HOMDEL	13	509	2.6%	No
IRAK2		3p25.3	HOMDEL	13	509	2.6%	No
ITIH1		3p21.1	HOMDEL	13	509	2.6%	No
ITIH3		3p21.1	HOMDEL	13	509	2.6%	No
ITIH4		3p21.1	HOMDEL	13	509	2.6%	No
LAMB2		3p21.31	HOMDEL	13	509	2.6%	No
MAP4		3p21.31	HOMDEL	13	509	2.6%	No
MST1		3p21.31	HOMDEL	13	509	2.6%	Yes
MST1R		3p21.31	HOMDEL	13	509	2.6%	Yes
MYL3		3p21.31	HOMDEL	13	509	2.6%	No
NKTR		3p22.1	HOMDEL	13	509	2.6%	No
OGG1		3p25.3	HOMDEL	13	509	2.6%	No
OXTR		3p25.3	HOMDEL	13	509	2.6%	No
PFKFB4		3p21.31	HOMDEL	13	509	2.6%	No
PLXNB1		3p21.31	HOMDEL	13	509	2.6%	No
PPARG		3p25.2	HOMDEL	13	509	2.6%	Yes
PRKAR2A		3p21.31	HOMDEL	13	509	2.6%	No
PRKCD		3p21.1	HOMDEL	13	509	2.6%	No
PTH1R		3p21.31	HOMDEL	13	509	2.6%	No
QARS		3p21.31	HOMDEL	13	509	2.6%	No
RAB5A		3p24.3	HOMDEL	13	509	2.6%	No
RAF1		3p25.2	HOMDEL	13	509	2.6%	Yes
RPL15		3p24.2	HOMDEL	13	509	2.6%	No
RPL29		3p21.2	HOMDEL	13	509	2.6%	No
RPL32		3p25.2	HOMDEL	13	509	2.6%	No
SATB1		3p24.3	HOMDEL	13	509	2.6%	No
SEC13		3p25.3	HOMDEL	13	509	2.6%	No
SEMA3F		3p21.31	HOMDEL	13	509	2.6%	No
SETMAR		3p26.1	HOMDEL	13	509	2.6%	No
SLC6A6		3p25.1	HOMDEL	13	509	2.6%	No
SLC6A11		3p25.3	HOMDEL	13	509	2.6%	No
SMARCC1		3p21.31	HOMDEL	13	509	2.6%	No
NEK4		3p21.1	HOMDEL	13	509	2.6%	No
SYN2		3p25.2	HOMDEL	13	509	2.6%	No
TCTA		3p21.31	HOMDEL	13	509	2.6%	No
TDGF1		3p21.31	HOMDEL	13	509	2.6%	No
TGM4		3p21.31	HOMDEL	13	509	2.6%	No
TGFBR2		3p24.1	HOMDEL	13	509	2.6%	Yes
TIMP4		3p25.2	HOMDEL	13	509	2.6%	No
TKT		3p21.1	HOMDEL	13	509	2.6%	No
TNNC1		3p21.1	HOMDEL	13	509	2.6%	No
NR2C2		3p25.1	HOMDEL	13	509	2.6%	No
UBA7		3p21.31	HOMDEL	13	509	2.6%	No
UBE2E1		3p24.2	HOMDEL	13	509	2.6%	No
UBE2E2		3p24.3	HOMDEL	13	509	2.6%	No
UBP1		3p22.3	HOMDEL	13	509	2.6%	No
USP4		3p21.31	HOMDEL	13	509	2.6%	No
UQCRC1		3p21.31	HOMDEL	13	509	2.6%	No
VHL		3p25.3	HOMDEL	13	509	2.6%	Yes
VIPR1		3p22.1	HOMDEL	13	509	2.6%	No
WNT5A		3p14.3	HOMDEL	13	509	2.6%	No
WNT7A		3p25.1	HOMDEL	13	509	2.6%	No
XPC		3p25.1	HOMDEL	13	509	2.6%	Yes
ZNF35		3p21.31	HOMDEL	13	509	2.6%	No
BRPF1		3p25.3	HOMDEL	13	509	2.6%	No
IFRD2		3p21.31	HOMDEL	13	509	2.6%	No
MAPKAPK3		3p21.2	HOMDEL	13	509	2.6%	No
SEMA3B		3p21.31	HOMDEL	13	509	2.6%	No
MANF		3p21.2	HOMDEL	13	509	2.6%	No
COLQ		3p25.1	HOMDEL	13	509	2.6%	No
BAP1		3p21.1	HOMDEL	13	509	2.6%	Yes
EOMES		3p24.1	HOMDEL	13	509	2.6%	No
HYAL3		3p21.31	HOMDEL	13	509	2.6%	No
CAMK1		3p25.3	HOMDEL	13	509	2.6%	No
BHLHE40		3p26.1	HOMDEL	13	509	2.6%	No
HYAL2		3p21.31	HOMDEL	13	509	2.6%	No
KAT2B		3p24.3	HOMDEL	13	509	2.6%	No
BSN		3p21.31	HOMDEL	13	509	2.6%	No
LIMD1		3p21.31	HOMDEL	13	509	2.6%	No
CCRL2		3p21.31	HOMDEL	13	509	2.6%	No
SEC22C		3p22.1	HOMDEL	13	509	2.6%	No
RRP9		3p21.2	HOMDEL	13	509	2.6%	No
CACNA2D2		3p21.31	HOMDEL	13	509	2.6%	No
SH3BP5		3p25.1	HOMDEL	13	509	2.6%	No
SLC4A7		3p24.1	HOMDEL	13	509	2.6%	No
EDEM1		3p26.1	HOMDEL	13	509	2.6%	No
DCAF1		3p21.2	HOMDEL	13	509	2.6%	No
TBC1D5		3p24.3	HOMDEL	13	509	2.6%	No
TATDN2		3p25.3	HOMDEL	13	509	2.6%	No
IP6K1		3p21.31	HOMDEL	13	509	2.6%	No
TRANK1		3p22.2	HOMDEL	13	509	2.6%	No
SRGAP3		3p25.3	HOMDEL	13	509	2.6%	No
IQSEC1		3p25.2-p25.1	HOMDEL	13	509	2.6%	No
NR1D2		3p24.2	HOMDEL	13	509	2.6%	No
PDCD6IP		3p22.3	HOMDEL	13	509	2.6%	No
PARP3		3p21.2	HOMDEL	13	509	2.6%	Yes
ARPC4		3p25.3	HOMDEL	13	509	2.6%	No
ZNF197		3p21.31	HOMDEL	13	509	2.6%	No
RBM6		3p21.31	HOMDEL	13	509	2.6%	No
RBM5		3p21.31	HOMDEL	13	509	2.6%	No
NME6		3p21.31	HOMDEL	13	509	2.6%	No
TRAIP		3p21.31	HOMDEL	13	509	2.6%	No
ARIH2		3p21.31	HOMDEL	13	509	2.6%	No
TADA3		3p25.3	HOMDEL	13	509	2.6%	No
CRTAP		3p22.3	HOMDEL	13	509	2.6%	No
NPRL2		3p21.31	HOMDEL	13	509	2.6%	No
CXCR6		3p21.31	HOMDEL	13	509	2.6%	No
CSPG5		3p21.31	HOMDEL	13	509	2.6%	No
CHL1		3p26.3	HOMDEL	13	509	2.6%	No
CCR9		3p21.31	HOMDEL	13	509	2.6%	No
USP19		3p21.31	HOMDEL	13	509	2.6%	No
SLC38A3		3p21.31	HOMDEL	13	509	2.6%	No
CYB561D2		3p21.31	HOMDEL	13	509	2.6%	No
TMEM115		3p21.31	HOMDEL	13	509	2.6%	No
WDR6		3p21.31	HOMDEL	13	509	2.6%	No
RASSF1		3p21.31	HOMDEL	13	509	2.6%	No
NISCH		3p21.1	HOMDEL	13	509	2.6%	No
TREX1		3p21.31	HOMDEL	13	509	2.6%	No
SCN11A		3p22.2	HOMDEL	13	509	2.6%	No
TUSC2		3p21.31	HOMDEL	13	509	2.6%	No
TWF2		3p21.2	HOMDEL	13	509	2.6%	No
DHX30		3p21.31	HOMDEL	13	509	2.6%	No
SACM1L		3p21.31	HOMDEL	13	509	2.6%	No
SCAP		3p21.31	HOMDEL	13	509	2.6%	No
LAMB2P1		3p21.31	HOMDEL	13	509	2.6%	No
CAND2		3p25.2	HOMDEL	13	509	2.6%	No
CLASP2		3p22.3	HOMDEL	13	509	2.6%	No
RAD54L2		3p21.2	HOMDEL	13	509	2.6%	No
STAB1		3p21.1	HOMDEL	13	509	2.6%	No
GPD1L		3p22.3	HOMDEL	13	509	2.6%	No
RFTN1		3p24.3	HOMDEL	13	509	2.6%	No
NBEAL2		3p21.31	HOMDEL	13	509	2.6%	No
PLCL2		3p24.3	HOMDEL	13	509	2.6%	No
ANKRD28		3p25.1	HOMDEL	13	509	2.6%	No
TASOR		3p14.3	HOMDEL	13	509	2.6%	No
KLHL18		3p21.31	HOMDEL	13	509	2.6%	No
LARS2		3p21.31	HOMDEL	13	509	2.6%	No
CAPN7		3p25.1	HOMDEL	13	509	2.6%	No
MKRN2		3p25.2	HOMDEL	13	509	2.6%	No
NAA80		3p21.31	HOMDEL	13	509	2.6%	No
TNFAIP8		5q23.1	AMP	13	509	2.6%	No
FBXL2		3p22.3	HOMDEL	13	509	2.6%	No
ABHD14A		3p21.2	HOMDEL	13	509	2.6%	No
POC1A		3p21.2	HOMDEL	13	509	2.6%	No
CNOT10		3p22.3	HOMDEL	13	509	2.6%	No
NDUFAF3		3p21.31	HOMDEL	13	509	2.6%	No
THUMPD3		3p25.3	HOMDEL	13	509	2.6%	No
PTPN23		3p21.31	HOMDEL	13	509	2.6%	No
DNAH1		3p21.1	HOMDEL	13	509	2.6%	No
SUSD5		3p22.3	HOMDEL	13	509	2.6%	No
ERC2		3p14.3	HOMDEL	13	509	2.6%	No
HACL1		3p25.1	HOMDEL	13	509	2.6%	No
TTLL3		3p25.3	HOMDEL	13	509	2.6%	No
GNL3		3p21.1	HOMDEL	13	509	2.6%	No
CNTN6		3p26.3	HOMDEL	13	509	2.6%	No
LSM3		3p25.1	HOMDEL	13	509	2.6%	No
RBMS3		3p24.1	HOMDEL	13	509	2.6%	No
NKIRAS1		3p24.2	HOMDEL	13	509	2.6%	No
SPCS1		3p21.1	HOMDEL	13	509	2.6%	No
PRSS50		3p21.31	HOMDEL	13	509	2.6%	No
RBM15B		3p21.2	HOMDEL	13	509	2.6%	No
GMPPB		3p21.31	HOMDEL	13	509	2.6%	No
LINC00312		3p25.3	HOMDEL	13	509	2.6%	No
LMCD1		3p25.3	HOMDEL	13	509	2.6%	No
SSUH2		3p25.3	HOMDEL	13	509	2.6%	No
TRNT1		3p26.2	HOMDEL	13	509	2.6%	No
DYNC1LI1		3p22.3	HOMDEL	13	509	2.6%	No
C3ORF18		3p21.31	HOMDEL	13	509	2.6%	No
CRBN		3p26.2	HOMDEL	13	509	2.6%	Yes
SS18L2		3p22.1	HOMDEL	13	509	2.6%	No
CDKN2A-DT		9p21.3	HOMDEL	13	509	2.6%	No
CCDC174		3p25.1	HOMDEL	13	509	2.6%	No
SHISA5		3p21.31	HOMDEL	13	509	2.6%	No
ZMYND10		3p21.31	HOMDEL	13	509	2.6%	No
TEX264		3p21.2	HOMDEL	13	509	2.6%	No
TMA7		3p21.31	HOMDEL	13	509	2.6%	No
ZNF589		3p21.31	HOMDEL	13	509	2.6%	No
HEMK1		3p21.31	HOMDEL	13	509	2.6%	No
IP6K2		3p21.31	HOMDEL	13	509	2.6%	No
SFMBT1		3p21.1	HOMDEL	13	509	2.6%	No
NCKIPSD		3p21.31	HOMDEL	13	509	2.6%	No
PHF7		3p21.1	HOMDEL	13	509	2.6%	No
GHRL		3p25.3	HOMDEL	13	509	2.6%	No
TLR9		3p21.2	HOMDEL	13	509	2.6%	No
LZTFL1		3p21.31	HOMDEL	13	509	2.6%	No
P4HTM		3p21.31|3p21.3	HOMDEL	13	509	2.6%	No
SLC6A20		3p21.31	HOMDEL	13	509	2.6%	No
ELP6		3p21.31	HOMDEL	13	509	2.6%	No
QRICH1		3p21.31	HOMDEL	13	509	2.6%	No
CMTM6		3p22.3	HOMDEL	13	509	2.6%	No
ULK4		3p22.1	HOMDEL	13	509	2.6%	No
DALRD3		3p21.31	HOMDEL	13	509	2.6%	No
ARL8B		3p26.1	HOMDEL	13	509	2.6%	No
SETD5		3p25.3	HOMDEL	13	509	2.6%	Yes
TMEM40		3p25.2	HOMDEL	13	509	2.6%	No
CHDH		3p21.1	HOMDEL	13	509	2.6%	No
IL17RB		3p21.1	HOMDEL	13	509	2.6%	No
GLT8D1		3p21.1	HOMDEL	13	509	2.6%	No
EMC3		3p25.3	HOMDEL	13	509	2.6%	No
BRK1		3p25.3	HOMDEL	13	509	2.6%	No
ZKSCAN7		3p21.31	HOMDEL	13	509	2.6%	No
RAD18		3p25.3	HOMDEL	13	509	2.6%	No
SEMA3G		3p21.1	HOMDEL	13	509	2.6%	No
KIF15		3p21.31	HOMDEL	13	509	2.6%	No
PCBP4		3p21.2	HOMDEL	13	509	2.6%	No
LRTM1		3p14.3	HOMDEL	13	509	2.6%	No
KIAA1143		3p21.31	HOMDEL	13	509	2.6%	No
HHATL		3p22.1	HOMDEL	13	509	2.6%	No
LRRN1		3p26.2	HOMDEL	13	509	2.6%	No
SELENOK		3p21.1	HOMDEL	13	509	2.6%	No
RNF123		3p21.31	HOMDEL	13	509	2.6%	No
CIDEC		3p25.3	HOMDEL	13	509	2.6%	No
RBSN		3p25.1	HOMDEL	13	509	2.6%	No
AZI2		3p24.1	HOMDEL	13	509	2.6%	No
MTMR14		3p25.3	HOMDEL	13	509	2.6%	No
MRPS25		3p25.1	HOMDEL	13	509	2.6%	No
CCDC71		3p21.31	HOMDEL	13	509	2.6%	No
NT5DC2		3p21.1	HOMDEL	13	509	2.6%	No
SLC26A6		3p21.31	HOMDEL	13	509	2.6%	No
CRELD1		3p25.3	HOMDEL	13	509	2.6%	No
CAMKV		3p21.31	HOMDEL	13	509	2.6%	No
TMEM43		3p25.1	HOMDEL	13	509	2.6%	No
FYCO1		3p21.31	HOMDEL	13	509	2.6%	No
CCDC51		3p21.31	HOMDEL	13	509	2.6%	No
HDAC11		3p25.1	HOMDEL	13	509	2.6%	No
WDR82		3p21.2	HOMDEL	13	509	2.6%	No
TSEN2		3p25.2	HOMDEL	13	509	2.6%	No
GRIP2		3p25.1	HOMDEL	13	509	2.6%	No
RTP3		3p21.31	HOMDEL	13	509	2.6%	No
LRRC2-AS1		3p21.31	HOMDEL	13	509	2.6%	No
C3ORF20		3p25.1	HOMDEL	13	509	2.6%	No
ATRIP		3p21.31	HOMDEL	13	509	2.6%	No
NICN1		3p21.31	HOMDEL	13	509	2.6%	No
MON1A		3p21.31	HOMDEL	13	509	2.6%	No
JAGN1		3p25.3	HOMDEL	13	509	2.6%	No
LINC00852		3p25.3	HOMDEL	13	509	2.6%	No
IL17RC		3p25.3|3p25.3-p24.1	HOMDEL	13	509	2.6%	No
ABHD14B		3p21.2	HOMDEL	13	509	2.6%	No
POMGNT2		3p22.1	HOMDEL	13	509	2.6%	No
EAF1		3p25.1	HOMDEL	13	509	2.6%	No
UCN2		3p21.31	HOMDEL	13	509	2.6%	No
ZNF502		3p21.31	HOMDEL	13	509	2.6%	No
RFT1		3p21.1	HOMDEL	13	509	2.6%	No
OXNAD1		3p25.1-p24.3	HOMDEL	13	509	2.6%	No
ZBTB47		3p22.1	HOMDEL	13	509	2.6%	No
ACTR8		3p21.1	HOMDEL	13	509	2.6%	No
CMTM7		3p22.3	HOMDEL	13	509	2.6%	No
OSBPL10		3p23	HOMDEL	13	509	2.6%	No
ZNF501		3p21.31	HOMDEL	13	509	2.6%	No
FANCD2OS		3p25.3	HOMDEL	13	509	2.6%	No
GALNT15		3p25.1	HOMDEL	13	509	2.6%	No
GPR62		3p21.2	HOMDEL	13	509	2.6%	No
KCNH8		3p24.3	HOMDEL	13	509	2.6%	No
KLHL40		3p22.1	HOMDEL	13	509	2.6%	No
TRIM71		3p22.3	HOMDEL	13	509	2.6%	No
CHCHD4		3p25.1	HOMDEL	13	509	2.6%	No
TMEM42		3p21.31	HOMDEL	13	509	2.6%	No
METTL6		3p25.1	HOMDEL	13	509	2.6%	No
TAMM41		3p25.2	HOMDEL	13	509	2.6%	No
IL17RE		3p25.3	HOMDEL	13	509	2.6%	No
IQCF1		3p21.2	HOMDEL	13	509	2.6%	No
GLYCTK		3p21.2	HOMDEL	13	509	2.6%	No
PPM1M		3p21.2	HOMDEL	13	509	2.6%	No
LSMEM2		3p21.31	HOMDEL	13	509	2.6%	No
SGO1		3p24.3	HOMDEL	13	509	2.6%	No
PP2D1		3p24.3	HOMDEL	13	509	2.6%	No
EFHB		3p24.3	HOMDEL	13	509	2.6%	No
CPNE9		3p25.3	HOMDEL	13	509	2.6%	No
CCDC12		3p21.31	HOMDEL	13	509	2.6%	No
LINC00691		3p24.2	HOMDEL	13	509	2.6%	No
ZCWPW2		3p24.1	HOMDEL	13	509	2.6%	No
CMC1		3p24.1	HOMDEL	13	509	2.6%	No
NEK10		3p24.1	HOMDEL	13	509	2.6%	No
CMTM8		3p22.3	HOMDEL	13	509	2.6%	No
CCDC13		3p22.1	HOMDEL	13	509	2.6%	No
FGD5		3p25.1	HOMDEL	13	509	2.6%	No
CIDECP1		3p25.3	HOMDEL	13	509	2.6%	No
CNTN4		3p26.3-p26.2	HOMDEL	13	509	2.6%	No
KLHDC8B		3p21.31	HOMDEL	13	509	2.6%	No
STT3B		3p23	HOMDEL	13	509	2.6%	No
ALS2CL		3p21.31	HOMDEL	13	509	2.6%	No
TMIE		3p21.31	HOMDEL	13	509	2.6%	No
FBXW12		3p21.31	HOMDEL	13	509	2.6%	No
TCAIM		3p21.31	HOMDEL	13	509	2.6%	No
ZNF852		3p21.31	HOMDEL	13	509	2.6%	No
ZNF660		3p21.31	HOMDEL	13	509	2.6%	No
RPUSD3		3p25.3	HOMDEL	13	509	2.6%	No
PRRT3		3p25.3	HOMDEL	13	509	2.6%	No
LINC00606		3p25.3	HOMDEL	13	509	2.6%	No
LINC00620		3p25.1	HOMDEL	13	509	2.6%	No
DPH3		3p25.1	HOMDEL	13	509	2.6%	No
CCDC36		3p21.31	HOMDEL	13	509	2.6%	No
GADL1		3p24.1-p23	HOMDEL	13	509	2.6%	No
PRSS42P		3p21.31	HOMDEL	13	509	2.6%	No
ZNF860		3p23-p22.3	HOMDEL	13	509	2.6%	No
COL6A4P1		3p25.1	HOMDEL	13	509	2.6%	No
TPRXL		3p25.1	HOMDEL	13	509	2.6%	No
ZNF445		3p21.31	HOMDEL	13	509	2.6%	No
LHFPL4		3p25.3	HOMDEL	13	509	2.6%	No
C3ORF62		3p21.31	HOMDEL	13	509	2.6%	No
STIMATE		3p21.1	HOMDEL	13	509	2.6%	No
PRSS45P		3p21.31	HOMDEL	13	509	2.6%	No
AMIGO3		3p21.31	HOMDEL	13	509	2.6%	No
CDHR4		3p21.31	HOMDEL	13	509	2.6%	No
INKA1		3p21.31	HOMDEL	13	509	2.6%	No
IQCF2		3p21.2	HOMDEL	13	509	2.6%	No
IQCF5		3p21.2	HOMDEL	13	509	2.6%	No
MUSTN1		3p21.1	HOMDEL	13	509	2.6%	No
VENTXP7		3p24.3	HOMDEL	13	509	2.6%	No
LOC401052		3p25.3	HOMDEL	13	509	2.6%	No
IQCF3		3p21.2	HOMDEL	13	509	2.6%	No
THUMPD3-AS1		3p25.3	HOMDEL	13	509	2.6%	No
TMEM89		3p21.31	HOMDEL	13	509	2.6%	No
IQCF6		3p21.2	HOMDEL	13	509	2.6%	No
SMIM4		3p21.1	HOMDEL	13	509	2.6%	No
EMC3-AS1		3p25.3	HOMDEL	13	509	2.6%	No
SNORA7A		3p25.2	HOMDEL	13	509	2.6%	No
TMPPE		3p22.3	HOMDEL	13	509	2.6%	No
LIMD1-AS1		3p21.31	HOMDEL	13	509	2.6%	No
LINC00693		3p24.1	HOMDEL	13	509	2.6%	No
SPINK8		3p21.31	HOMDEL	13	509	2.6%	No
ARIH2OS		3p21.31	HOMDEL	13	509	2.6%	No
C3ORF84		3p21.31	HOMDEL	13	509	2.6%	No
SNORD19		3p21.1	HOMDEL	13	509	2.6%	No
SNORD69		3p21.1	HOMDEL	13	509	2.6%	No
CCR2		3p21.31	HOMDEL	13	509	2.6%	No
SNORD19B		3p21.1	HOMDEL	13	509	2.6%	No
EGOT		3p26.1	HOMDEL	13	509	2.6%	No
GHRLOS		3p25.3	HOMDEL	13	509	2.6%	No
LINC00696		3p21.2	HOMDEL	13	509	2.6%	No
NRADDP		3p21.31	HOMDEL	13	509	2.6%	No
MKRN2OS		3p25.2	HOMDEL	13	509	2.6%	No
FAM240A		3p21.31	HOMDEL	13	509	2.6%	No
FGD5P1		3p25.1	HOMDEL	13	509	2.6%	No
BSN-DT		3p21.31	HOMDEL	13	509	2.6%	No
PRSS46P		3p21.31	HOMDEL	13	509	2.6%	No
LMCD1-AS1		3p25.3	HOMDEL	13	509	2.6%	No
SRGAP3-AS3		3p25.3	HOMDEL	13	509	2.6%	No
FGD5-AS1		3p25.1	HOMDEL	13	509	2.6%	No
SH3BP5-AS1		3p25.1	HOMDEL	13	509	2.6%	No
PRKAR2A-AS1		3p21.31	HOMDEL	13	509	2.6%	No
IQCF4		3p21.2	HOMDEL	13	509	2.6%	No
BHLHE40-AS1		3p26.1	HOMDEL	13	509	2.6%	No
ARPC4-TTLL3		3p25.3	HOMDEL	13	509	2.6%	No
ABHD14A-ACY1		3p21.2	HOMDEL	13	509	2.6%	No
STIMATE-MUSTN1		3p21.1	HOMDEL	13	509	2.6%	No
RBM5-AS1		3p21.31	HOMDEL	13	509	2.6%	No
CNTN4-AS2		3p26.3	HOMDEL	13	509	2.6%	No
RBMS3-AS3		3p24.1	HOMDEL	13	509	2.6%	No
SGO1-AS1		3p24.3	HOMDEL	13	509	2.6%	No
PRRT3-AS1		3p25.3	HOMDEL	13	509	2.6%	No
CCDC13-AS1		3p22.1	HOMDEL	13	509	2.6%	No
